"chr" "start" "end"
"1683" "chr4" 103266551 103266965
"1684" "chr4" 103341654 103342078
"1685" "chr4" 103352452 103352919
"1686" "chr4" 103370894 103371318
"1687" "chr4" 103421437 103422082
"1688" "chr4" 103462826 103463289
"1689" "chr4" 103500033 103500457
"1690" "chr4" 103531133 103531625
"1691" "chr4" 103541729 103542147
"1692" "chr4" 103544787 103545232
"1693" "chr4" 103546730 103547164
"1694" "chr4" 103636161 103636588
"1695" "chr4" 103652283 103652726
"1696" "chr4" 103747917 103748303
"1697" "chr4" 103749370 103749888
"1698" "chr4" 103930269 103930882
"1699" "chr4" 103953659 103954214
"1700" "chr4" 103967853 103968414
"1701" "chr4" 103996908 103997371
"1702" "chr4" 104012722 104013205
"1703" "chr4" 104020931 104021307
"1704" "chr4" 104125255 104125721
"1705" "chr4" 104128799 104129298
"1706" "chr4" 104350420 104350872
"1707" "chr4" 104399904 104400330
"1708" "chr4" 104406413 104406798
"1709" "chr4" 104420269 104420693
"1710" "chr4" 104555399 104555769
"1711" "chr4" 104640187 104640575
"1712" "chr4" 104707179 104707614
"1713" "chr4" 104723939 104724309
"1714" "chr4" 104836365 104837036
"1715" "chr4" 104855329 104855760
"1716" "chr4" 104915244 104915640
"1717" "chr4" 104917124 104917532
"1718" "chr4" 104936807 104937270
"1719" "chr4" 104986106 104986577
"1720" "chr4" 105273338 105273762
"1721" "chr4" 105372728 105373125
"1722" "chr4" 105412610 105412988
"1723" "chr4" 105452561 105452930
"1724" "chr4" 105614745 105615176
"1725" "chr4" 105781708 105782060
"1726" "chr4" 105822522 105822920
"1727" "chr4" 105825219 105825657
"1728" "chr4" 105852213 105852643
"1729" "chr4" 106062042 106062466
"1730" "chr4" 106117856 106118309
"1731" "chr4" 106178963 106179408
"1732" "chr4" 106362028 106362458
"1733" "chr4" 106375027 106375476
"1734" "chr4" 106392746 106393129
"1735" "chr4" 106395117 106395451
"1736" "chr4" 106418037 106418465
"1737" "chr4" 106441929 106442415
"1738" "chr4" 106553100 106553555
"1739" "chr4" 106587833 106588304
"1740" "chr4" 106636828 106637268
"1741" "chr4" 106816673 106817117
"1742" "chr4" 107122503 107122946
"1743" "chr4" 107159983 107160407
"1744" "chr4" 107187323 107187749
"1745" "chr4" 107250142 107250583
"1746" "chr4" 107290587 107291011
"1747" "chr4" 107423250 107423856
"1748" "chr4" 107443957 107444412
"1749" "chr4" 107612873 107613303
"1750" "chr4" 107730245 107730669
"1751" "chr4" 107739938 107740360
"1752" "chr4" 107796497 107796857
"1753" "chr4" 107819775 107820207
"1754" "chr4" 107955067 107955791
"1755" "chr4" 107958271 107958694
"1756" "chr4" 107965328 107965758
"1757" "chr4" 107971656 107972107
"1758" "chr4" 108015445 108015872
"1759" "chr4" 108074239 108074775
"1760" "chr4" 108104279 108104703
"1761" "chr4" 108275445 108275888
"1762" "chr4" 108300383 108300823
"1763" "chr4" 108301944 108302412
"1764" "chr4" 108440156 108440611
"1765" "chr4" 108500136 108500560
"1766" "chr4" 108575733 108576157
"1767" "chr4" 108587308 108587716
"1768" "chr4" 108655207 108655896
"1769" "chr4" 108658170 108658530
"1770" "chr4" 108661418 108661902
"1771" "chr4" 108678954 108679492
"1772" "chr4" 108681671 108682095
"1773" "chr4" 108834457 108834851
"1774" "chr4" 108852650 108853280
"1775" "chr4" 108939740 108940348
"1776" "chr4" 108951494 108951924
"1777" "chr4" 108964115 108964489
"1778" "chr4" 108981268 108981718
"1779" "chr4" 109052034 109052474
"1780" "chr4" 109076524 109076977
"1781" "chr4" 109093623 109094068
"1782" "chr4" 109102829 109103288
"1783" "chr4" 109394285 109394715
"1784" "chr4" 109414173 109414621
"1785" "chr4" 109434266 109434702
"1786" "chr4" 109493710 109494263
"1787" "chr4" 109532465 109532902
"1788" "chr4" 109559006 109559440
"1789" "chr4" 109571189 109571613
"1790" "chr4" 109604577 109605029
"1791" "chr4" 109664219 109664697
"1792" "chr4" 109670255 109670685
"1793" "chr4" 109704789 109705235
"1794" "chr4" 109755920 109756361
"1795" "chr4" 109997888 109998232
"1796" "chr4" 110215144 110215593
"1797" "chr4" 110219758 110220182
"1798" "chr4" 110236970 110237403
"1799" "chr4" 110254093 110254489
"1800" "chr4" 110327488 110328096
"1801" "chr4" 110343539 110343901
"1802" "chr4" 110348642 110349066
"1803" "chr4" 110354514 110354955
"1804" "chr4" 110495511 110495980
"1805" "chr4" 110573905 110574329
"1806" "chr4" 110580049 110580409
"1807" "chr4" 110598011 110598587
"1808" "chr4" 110624075 110624465
"1809" "chr4" 110720000 110720437
"1810" "chr4" 110725312 110725736
"1811" "chr4" 110747869 110748303
"1812" "chr4" 110899042 110899478
"1813" "chr4" 110899832 110900331
"1814" "chr4" 110919931 110920340
"1815" "chr4" 110926606 110927048
"1816" "chr4" 110971102 110971471
"1817" "chr4" 111084686 111085118
"1818" "chr4" 111091956 111092386
"1819" "chr4" 111132435 111132806
"1820" "chr4" 111236634 111236985
"1821" "chr4" 111265268 111265719
"1822" "chr4" 111363457 111363910
"1823" "chr4" 111401302 111401741
"1824" "chr4" 111424813 111425243
"1825" "chr4" 111429988 111430423
"1826" "chr4" 111432093 111432556
"1827" "chr4" 111436044 111436482
"1828" "chr4" 111437516 111437889
"1829" "chr4" 111440027 111440451
"1830" "chr4" 111507366 111507840
"1831" "chr4" 111510441 111510891
"1832" "chr4" 111542004 111542435
"1833" "chr4" 111552986 111553370
"1834" "chr4" 111558642 111559030
"1835" "chr4" 111880396 111880845
"1836" "chr4" 111891805 111892202
"1837" "chr4" 112057567 112058001
"1838" "chr4" 112085696 112086126
"1839" "chr4" 112204202 112204603
"1840" "chr4" 112396161 112396597
"1841" "chr4" 112523982 112524424
"1842" "chr4" 112551852 112552257
"1843" "chr4" 112552755 112553200
"1844" "chr4" 112563210 112563678
"1845" "chr4" 112699710 112700144
"1846" "chr4" 112719962 112720404
"1847" "chr4" 112727475 112727908
"1848" "chr4" 112768840 112769288
"1849" "chr4" 112775630 112776059
"1850" "chr4" 112858489 112858928
"1851" "chr4" 112864833 112865263
"1852" "chr4" 112952857 112953281
"1853" "chr4" 112981360 112981790
"1854" "chr4" 112996296 112996678
"1855" "chr4" 113020653 113021225
"1856" "chr4" 113066906 113067461
"1857" "chr4" 113110839 113111285
"1858" "chr4" 113135804 113136241
"1859" "chr4" 113153220 113153668
"1860" "chr4" 113156188 113156556
"1861" "chr4" 113166517 113166947
"1862" "chr4" 113187923 113188367
"1863" "chr4" 113242925 113243341
"1864" "chr4" 113248993 113249462
"1865" "chr4" 113269640 113270270
"1866" "chr4" 113339244 113339688
"1867" "chr4" 113435911 113436275
"1868" "chr4" 113438387 113438811
"1869" "chr4" 113441397 113441821
"1870" "chr4" 113444124 113444565
"1871" "chr4" 113444956 113445642
"1872" "chr4" 113485992 113486482
"1873" "chr4" 113525683 113526126
"1874" "chr4" 113554522 113554972
"1875" "chr4" 113558419 113558805
"1876" "chr4" 113683736 113684428
"1877" "chr4" 113686730 113687154
"1878" "chr4" 113687536 113687995
"1879" "chr4" 113774821 113775226
"1880" "chr4" 113818770 113819096
"1881" "chr4" 113831495 113831925
"1882" "chr4" 113859577 113860013
"1883" "chr4" 113863183 113863679
"1884" "chr4" 113872502 113872967
"1885" "chr4" 113903819 113904249
"1886" "chr4" 114015885 114016309
"1887" "chr4" 114027223 114027644
"1888" "chr4" 114074663 114075093
"1889" "chr4" 114143558 114143988
"1890" "chr4" 114169486 114169934
"1891" "chr4" 114199447 114199864
"1892" "chr4" 114214819 114215249
"1893" "chr4" 114216035 114216465
"1894" "chr4" 114249660 114250084
"1895" "chr4" 114276580 114277043
"1896" "chr4" 114279884 114280349
"1897" "chr4" 114315860 114316251
"1898" "chr4" 114332478 114332923
"1899" "chr4" 114468677 114469083
"1900" "chr4" 114557595 114558025
"1901" "chr4" 114594693 114595101
"1902" "chr4" 114605840 114606298
"1903" "chr4" 114682850 114683294
"1904" "chr4" 114702571 114702998
"1905" "chr4" 114799853 114800290
"1906" "chr4" 114814715 114815145
"1907" "chr4" 114823066 114823450
"1908" "chr4" 114830002 114830432
"1909" "chr4" 114873562 114873986
"1910" "chr4" 114900397 114900827
"1911" "chr4" 114992120 114992573
"1912" "chr4" 115030070 115030496
"1913" "chr4" 115053967 115054412
"1914" "chr4" 115101635 115102059
"1915" "chr4" 115129929 115130304
"1916" "chr4" 115299450 115299875
"1917" "chr4" 115305782 115306206
"1918" "chr4" 115307746 115308181
"1919" "chr4" 115580580 115580941
"1920" "chr4" 115615908 115616350
"1921" "chr4" 115701348 115701772
"1922" "chr4" 115728981 115729312
"1923" "chr4" 115963658 115964077
"1924" "chr4" 115976025 115976375
"1925" "chr4" 116011630 116012071
"1926" "chr4" 116075988 116076364
"1927" "chr4" 116155540 116155944
"1928" "chr4" 116773596 116774033
"1929" "chr4" 116794196 116794620
"1930" "chr4" 116977570 116978009
"1931" "chr4" 117101162 117101605
"1932" "chr4" 117279704 117280293
"1933" "chr4" 117520977 117521401
"1934" "chr4" 117589348 117589732
"1935" "chr4" 117624130 117624515
"1936" "chr4" 117770803 117771184
"1937" "chr4" 118006351 118006806
"1938" "chr4" 118055477 118055901
"1939" "chr4" 118350250 118350623
"1940" "chr4" 118369062 118369524
"1941" "chr4" 118621632 118622077
"1942" "chr4" 118692820 118693432
"1943" "chr4" 118927059 118927472
"1944" "chr4" 118933295 118933713
"1945" "chr4" 118955308 118955747
"1946" "chr4" 118998326 118998750
"1947" "chr4" 119145379 119145834
"1948" "chr4" 119191571 119192000
"1949" "chr4" 119202065 119202443
"1950" "chr4" 119274010 119274440
"1951" "chr4" 119279514 119279890
"1952" "chr4" 119345197 119345621
"1953" "chr4" 119460533 119460994
"1954" "chr4" 119550675 119551230
"1955" "chr4" 119585728 119586223
"1956" "chr4" 119597212 119597643
"1957" "chr4" 119604064 119604518
"1958" "chr4" 119606352 119606961
"1959" "chr4" 119661784 119662439
"1960" "chr4" 119693208 119693656
"1961" "chr4" 119719749 119720241
"1962" "chr4" 119739263 119739693
"1963" "chr4" 119757134 119757620
"1964" "chr4" 119786285 119786652
"1965" "chr4" 119805007 119805442
"1966" "chr4" 119811235 119811677
"1967" "chr4" 119875362 119875810
"1968" "chr4" 119890431 119890866
"1969" "chr4" 119902916 119903314
"1970" "chr4" 119955693 119956138
"1971" "chr4" 119960909 119961362
"1972" "chr4" 119963074 119963716
"1973" "chr4" 120008238 120008635
"1974" "chr4" 120133693 120134480
"1975" "chr4" 120134796 120135224
"1976" "chr4" 120207517 120207946
"1977" "chr4" 120221832 120222383
"1978" "chr4" 120235474 120235932
"1979" "chr4" 120375828 120376256
"1980" "chr4" 120383854 120384308
"1981" "chr4" 120411487 120411922
"1982" "chr4" 120414544 120414990
"1983" "chr4" 120480192 120480619
"1984" "chr4" 120548309 120548964
"1985" "chr4" 120550004 120550428
"1986" "chr4" 120613145 120613547
"1987" "chr4" 120707098 120707539
"1988" "chr4" 120945751 120946181
"1989" "chr4" 120971032 120971411
"1990" "chr4" 120977411 120977783
"1991" "chr4" 120988326 120988841
"1992" "chr4" 120992335 120992774
"1993" "chr4" 121077243 121077667
"1994" "chr4" 121208004 121208428
"1995" "chr4" 121640070 121640523
"1996" "chr4" 121693093 121693470
"1997" "chr4" 121730662 121731057
"1998" "chr4" 121764991 121765442
"1999" "chr4" 121791438 121791884
"2000" "chr4" 121794692 121795125
"2001" "chr4" 121840477 121840907
"2002" "chr4" 121843600 121844036
"2003" "chr4" 121898712 121899136
"2004" "chr4" 121943102 121943532
"2005" "chr4" 121971414 121971859
"2006" "chr4" 121991764 121992194
"2007" "chr4" 121992454 121992884
"2008" "chr4" 122017790 122018213
"2009" "chr4" 122033655 122034049
"2010" "chr4" 122113581 122113967
"2011" "chr4" 122121127 122121487
"2012" "chr4" 122148689 122149077
"2013" "chr4" 122173393 122173749
"2014" "chr4" 122198696 122199120
"2015" "chr4" 122228956 122229336
"2016" "chr4" 122291619 122292315
"2017" "chr4" 122342726 122343182
"2018" "chr4" 122383788 122384212
"2019" "chr4" 122386022 122386446
"2020" "chr4" 122405683 122406073
"2021" "chr4" 122435489 122435971
"2022" "chr4" 122577316 122577955
"2023" "chr4" 122596924 122597354
"2024" "chr4" 122617334 122617814
"2025" "chr4" 122618143 122618799
"2026" "chr4" 122647799 122648225
"2027" "chr4" 122657893 122658498
"2028" "chr4" 122743848 122744549
"2029" "chr4" 122745116 122745511
"2030" "chr4" 122821547 122821923
"2031" "chr4" 122865055 122865507
"2032" "chr4" 122871265 122871908
"2033" "chr4" 122919187 122919635
"2034" "chr4" 122924523 122924923
"2035" "chr4" 123126775 123127215
"2036" "chr4" 123139914 123140366
"2037" "chr4" 123145439 123145899
"2038" "chr4" 123221914 123222342
"2039" "chr4" 123231128 123231546
"2040" "chr4" 123371923 123372535
"2041" "chr4" 123498002 123498596
"2042" "chr4" 123498968 123499349
"2043" "chr4" 123523490 123524092
"2044" "chr4" 123573506 123573942
"2045" "chr4" 123637980 123638609
"2046" "chr4" 123653377 123654162
"2047" "chr4" 123679088 123679547
"2048" "chr4" 123681039 123681510
"2049" "chr4" 123719292 123719764
"2050" "chr4" 123748332 123748834
"2051" "chr4" 123749026 123749708
"2052" "chr4" 123835424 123836064
"2053" "chr4" 123851956 123852438
"2054" "chr4" 123981201 123981639
"2055" "chr4" 124014358 124014853
"2056" "chr4" 124017151 124017587
"2057" "chr4" 124024021 124024467
"2058" "chr4" 124048143 124048712
"2059" "chr4" 124165329 124165819
"2060" "chr4" 124271300 124271733
"2061" "chr4" 124311972 124312436
"2062" "chr4" 124319197 124319654
"2063" "chr4" 124320483 124320934
"2064" "chr4" 124485894 124486496
"2065" "chr4" 124580916 124581371
"2066" "chr4" 124582269 124582701
"2067" "chr4" 124668176 124668883
"2068" "chr4" 124693951 124694356
"2069" "chr4" 124778286 124778743
"2070" "chr4" 124916075 124916546
"2071" "chr4" 124918222 124918668
"2072" "chr4" 125033007 125033431
"2073" "chr4" 125123227 125123657
"2074" "chr4" 125183370 125183749
"2075" "chr4" 125242552 125242935
"2076" "chr4" 125243352 125243836
"2077" "chr4" 125255185 125255618
"2078" "chr4" 125350392 125350822
"2079" "chr4" 125502560 125503021
"2080" "chr4" 125632539 125632990
"2081" "chr4" 125634439 125634864
"2082" "chr4" 125865121 125865499
"2083" "chr4" 126166032 126166433
"2084" "chr4" 126204846 126205306
"2085" "chr4" 126234585 126234988
"2086" "chr4" 126235897 126236279
"2087" "chr4" 126236754 126237175
"2088" "chr4" 126238076 126238565
"2089" "chr4" 126238721 126239091
"2090" "chr4" 126353143 126353606
"2091" "chr4" 126447547 126448001
"2092" "chr4" 126657163 126657697
"2093" "chr4" 126662961 126663422
"2094" "chr4" 126672248 126672672
"2095" "chr4" 126683634 126684114
"2096" "chr4" 126708820 126709250
"2097" "chr4" 126899034 126899464
"2098" "chr4" 126973222 126973604
"2099" "chr4" 127027773 127028212
"2100" "chr4" 127144915 127145339
"2101" "chr4" 127317819 127318277
"2102" "chr4" 127326521 127326957
"2103" "chr4" 127503858 127504330
"2104" "chr4" 127504639 127505089
"2105" "chr4" 127513233 127513671
"2106" "chr4" 127525424 127525848
"2107" "chr4" 127548390 127549019
"2108" "chr4" 127711781 127712228
"2109" "chr4" 127837666 127838061
"2110" "chr4" 127878721 127879169
"2111" "chr4" 128046024 128046475
"2112" "chr4" 128110011 128110406
"2113" "chr4" 128321888 128322312
"2114" "chr4" 128400143 128400567
"2115" "chr4" 128459968 128460331
"2116" "chr4" 128508126 128508513
"2117" "chr4" 128522151 128522575
"2118" "chr4" 128526222 128526853
"2119" "chr4" 128543899 128544374
"2120" "chr4" 128653785 128654265
"2121" "chr4" 128703251 128703684
"2122" "chr4" 128709674 128710105
"2123" "chr4" 128730296 128730726
"2124" "chr4" 128802566 128802924
"2125" "chr4" 128886475 128886964
"2126" "chr4" 128907133 128907557
"2127" "chr4" 128918603 128919037
"2128" "chr4" 128972346 128972977
"2129" "chr4" 128983143 128983626
"2130" "chr4" 128990071 128990683
"2131" "chr4" 129081165 129081595
"2132" "chr4" 129112451 129113053
"2133" "chr4" 129141410 129141861
"2134" "chr4" 129209038 129209721
"2135" "chr4" 129219969 129220345
"2136" "chr4" 129231457 129231882
"2137" "chr4" 129301013 129301410
"2138" "chr4" 129306709 129307166
"2139" "chr4" 129308196 129308642
"2140" "chr4" 129348939 129349501
"2141" "chr4" 129375414 129375819
"2142" "chr4" 129474068 129474870
"2143" "chr4" 129486689 129487152
"2144" "chr4" 129495782 129496376
"2145" "chr4" 129703455 129703914
"2146" "chr4" 129730623 129731024
"2147" "chr4" 129784635 129785224
"2148" "chr4" 129964635 129965091
"2149" "chr4" 130061651 130062081
"2150" "chr4" 130088961 130089432
"2151" "chr4" 130139499 130139932
"2152" "chr4" 130265093 130265528
"2153" "chr4" 130283827 130284199
"2154" "chr4" 130447910 130448339
"2155" "chr4" 130562343 130562767
"2156" "chr4" 130848080 130848443
"2157" "chr4" 130850240 130850631
"2158" "chr4" 131227742 131228114
"2159" "chr4" 131257736 131258187
"2160" "chr4" 131280701 131281090
"2161" "chr4" 131484667 131485068
"2162" "chr4" 131668968 131669404
"2163" "chr4" 131729644 131730081
"2164" "chr4" 131975754 131976136
"2165" "chr4" 132013068 132013455
"2166" "chr4" 132351448 132351872
"2167" "chr4" 132565778 132566202
"2168" "chr4" 132998005 132998355
"2169" "chr4" 133148932 133149362
"2170" "chr4" 133254056 133254544
"2171" "chr4" 133478748 133479228
"2172" "chr4" 133486034 133486383
"2173" "chr4" 133535847 133536277
"2174" "chr4" 133563319 133563793
"2175" "chr4" 134058731 134059161
"2176" "chr4" 134067760 134068188
"2177" "chr4" 134068982 134069558
"2178" "chr4" 134073018 134073504
"2179" "chr4" 134075780 134076204
"2180" "chr4" 134241699 134242135
"2181" "chr4" 134404753 134405177
"2182" "chr4" 134505856 134506280
"2183" "chr4" 134760532 134760896
"2184" "chr4" 134842421 134842852
"2185" "chr4" 134945386 134945795
"2186" "chr4" 134994399 134994823
"2187" "chr4" 135352448 135352797
"2188" "chr4" 135391653 135392093
"2189" "chr4" 135683161 135683624
"2190" "chr4" 135698778 135699173
"2191" "chr4" 135827538 135827994
"2192" "chr4" 135856455 135856890
"2193" "chr4" 136240800 136241230
"2194" "chr4" 136292254 136292724
"2195" "chr4" 136339486 136339919
"2196" "chr4" 136639232 136639592
"2197" "chr4" 136785508 136785909
"2198" "chr4" 137104705 137105061
"2199" "chr4" 137250398 137250829
"2200" "chr4" 137321992 137322343
"2201" "chr4" 137558481 137559137
"2202" "chr4" 137608343 137608707
"2203" "chr4" 137634278 137634648
"2204" "chr4" 137752685 137753109
"2205" "chr4" 137785676 137786147
"2206" "chr4" 137990578 137991026
"2207" "chr4" 137991737 137992142
"2208" "chr4" 138045400 138045829
"2209" "chr4" 138101489 138101873
"2210" "chr4" 138148041 138148485
"2211" "chr4" 138204886 138205268
"2212" "chr4" 138452251 138452657
"2213" "chr4" 138466674 138467017
"2214" "chr4" 138532107 138532531
"2215" "chr4" 138654285 138654715
"2216" "chr4" 138740989 138741413
"2217" "chr4" 138782836 138783250
"2218" "chr4" 138902368 138902836
"2219" "chr4" 138928705 138929152
"2220" "chr4" 138956892 138957316
"2221" "chr4" 138984108 138984557
"2222" "chr4" 138984753 138985134
"2223" "chr4" 139011605 139012029
"2224" "chr4" 139096643 139097086
"2225" "chr4" 139103972 139104430
"2226" "chr4" 139143086 139143516
"2227" "chr4" 139416042 139416491
"2228" "chr4" 139443563 139444010
"2229" "chr4" 139476727 139477172
"2230" "chr4" 139497879 139498336
"2231" "chr4" 139498947 139499379
"2232" "chr4" 139602188 139602550
"2233" "chr4" 139756929 139757344
"2234" "chr4" 139792187 139792858
"2235" "chr4" 139840273 139840653
"2236" "chr4" 139859458 139859889
"2237" "chr4" 139896410 139896755
"2238" "chr4" 139902931 139903356
"2239" "chr4" 139936670 139937093
"2240" "chr4" 139937212 139937563
"2241" "chr4" 139951786 139952153
"2242" "chr4" 140004625 140005077
"2243" "chr4" 140005320 140005781
"2244" "chr4" 140006292 140006729
"2245" "chr4" 140020542 140020907
"2246" "chr4" 140088962 140089380
"2247" "chr4" 140105261 140105688
"2248" "chr4" 140148897 140149346
"2249" "chr4" 140150596 140151032
"2250" "chr4" 140202327 140202792
"2251" "chr4" 140216831 140217204
"2252" "chr4" 140223113 140223576
"2253" "chr4" 140324597 140325096
"2254" "chr4" 140337204 140337665
"2255" "chr4" 140374148 140374849
"2256" "chr4" 140418868 140419294
"2257" "chr4" 140430885 140431320
"2258" "chr4" 140443655 140444063
"2259" "chr4" 140451973 140452560
"2260" "chr4" 140477263 140477647
"2261" "chr4" 140478238 140478703
"2262" "chr4" 140485630 140486094
"2263" "chr4" 140503092 140503523
"2264" "chr4" 140524712 140525099
"2265" "chr4" 140528050 140528507
"2266" "chr4" 140538844 140539280
"2267" "chr4" 140540769 140541178
"2268" "chr4" 140554925 140555540
"2269" "chr4" 140572737 140573140
"2270" "chr4" 140576137 140576600
"2271" "chr4" 140577661 140578026
"2272" "chr4" 140578149 140578557
"2273" "chr4" 140613427 140613878
"2274" "chr4" 140619456 140620088
"2275" "chr4" 140626173 140626624
"2276" "chr4" 140655913 140656319
"2277" "chr4" 140661643 140662106
"2278" "chr4" 140682552 140683004
"2279" "chr4" 140690011 140690469
"2280" "chr4" 140797717 140798077
"2281" "chr4" 140811845 140812302
"2282" "chr4" 140933751 140934175
"2283" "chr4" 140970359 140970800
"2284" "chr4" 140971424 140971879
"2285" "chr4" 140973233 140973658
"2286" "chr4" 141071396 141071927
"2287" "chr4" 141073051 141073649
"2288" "chr4" 141116974 141117420
"2289" "chr4" 141155474 141155945
"2290" "chr4" 141173735 141174285
"2291" "chr4" 141174370 141174961
"2292" "chr4" 141202935 141203390
"2293" "chr4" 141230196 141230628
"2294" "chr4" 141247556 141247980
"2295" "chr4" 141251448 141251890
"2296" "chr4" 141280967 141281687
"2297" "chr4" 141293959 141294453
"2298" "chr4" 141347849 141348273
"2299" "chr4" 141348360 141349177
"2300" "chr4" 141444916 141445316
"2301" "chr4" 141516098 141516522
"2302" "chr4" 141531137 141531582
"2303" "chr4" 141548115 141548545
"2304" "chr4" 141558990 141559404
"2305" "chr4" 141563074 141563442
"2306" "chr4" 141664403 141664860
"2307" "chr4" 141677835 141678456
"2308" "chr4" 141772174 141772792
"2309" "chr4" 141782512 141782888
"2310" "chr4" 141805554 141805978
"2311" "chr4" 141917948 141918427
"2312" "chr4" 142054535 142054996
"2313" "chr4" 142055217 142055647
"2314" "chr4" 142077915 142078345
"2315" "chr4" 142079356 142079780
"2316" "chr4" 142142433 142142894
"2317" "chr4" 142175452 142175942
"2318" "chr4" 142228279 142228694
"2319" "chr4" 142267290 142267745
"2320" "chr4" 142296954 142297361
"2321" "chr4" 142575162 142575607
"2322" "chr4" 142623626 142624050
"2323" "chr4" 142624644 142625106
"2324" "chr4" 142632363 142632752
"2325" "chr4" 142782119 142782543
"2326" "chr4" 143048036 143048460
"2327" "chr4" 143132487 143132917
"2328" "chr4" 143203998 143204422
"2329" "chr4" 143274259 143274683
"2330" "chr4" 143488434 143488791
"2331" "chr4" 143581795 143582244
"2332" "chr4" 143592610 143593094
"2333" "chr4" 143641273 143641697
"2334" "chr4" 143663170 143663672
"2335" "chr4" 143761660 143762294
"2336" "chr4" 143768385 143768825
"2337" "chr4" 143769056 143769493
"2338" "chr4" 143771608 143772032
"2339" "chr4" 143796263 143796623
"2340" "chr4" 143804568 143805008
"2341" "chr4" 143906317 143906740
"2342" "chr4" 143946431 143946881
"2343" "chr4" 144006409 144006850
"2344" "chr4" 144105579 144105969
"2345" "chr4" 144106008 144106504
"2346" "chr4" 144123953 144124383
"2347" "chr4" 144128688 144129090
"2348" "chr4" 144257814 144258250
"2349" "chr4" 144296380 144297197
"2350" "chr4" 144317810 144318262
"2351" "chr4" 144320493 144320917
"2352" "chr4" 144403907 144404350
"2353" "chr4" 144452494 144452956
"2354" "chr4" 144479990 144480430
"2355" "chr4" 144481014 144481363
"2356" "chr4" 144502707 144503131
"2357" "chr4" 144508810 144509267
"2358" "chr4" 144632884 144633323
"2359" "chr4" 144695143 144695478
"2360" "chr4" 144828951 144829398
"2361" "chr4" 144901888 144902333
"2362" "chr4" 144942733 144943160
"2363" "chr4" 145011878 145012337
"2364" "chr4" 145064103 145064489
"2365" "chr4" 145095515 145095956
"2366" "chr4" 145239938 145240362
"2367" "chr4" 145277517 145277988
"2368" "chr4" 145478536 145478966
"2369" "chr4" 145493805 145494233
"2370" "chr4" 145496346 145496770
"2371" "chr4" 145532985 145533420
"2372" "chr4" 145567556 145567999
"2373" "chr4" 145675944 145676427
"2374" "chr4" 145708517 145708964
"2375" "chr4" 145876283 145876637
"2376" "chr4" 145982493 145982934
"2377" "chr4" 146018790 146019295
"2378" "chr4" 146075708 146076132
"2379" "chr4" 146101424 146101848
"2380" "chr4" 146101906 146102299
"2381" "chr4" 146137646 146138095
"2382" "chr4" 146155266 146155609
"2383" "chr4" 146478807 146479384
"2384" "chr4" 146530937 146531361
"2385" "chr4" 146538037 146538493
"2386" "chr4" 146540394 146541203
"2387" "chr4" 146565841 146566211
"2388" "chr4" 146761282 146761732
"2389" "chr4" 146789799 146790559
"2390" "chr4" 146808336 146808860
"2391" "chr4" 146809452 146809987
"2392" "chr4" 146813091 146813520
"2393" "chr4" 146857381 146858175
"2394" "chr4" 146877443 146878043
"2395" "chr4" 146950225 146950626
"2396" "chr4" 147016251 147016631
"2397" "chr4" 147045193 147045838
"2398" "chr4" 147096968 147097301
"2399" "chr4" 147113141 147113609
"2400" "chr4" 147162389 147162813
"2401" "chr4" 147163067 147163452
"2402" "chr4" 147164480 147164953
"2403" "chr4" 147176530 147176917
"2404" "chr4" 147259646 147260082
"2405" "chr4" 147261908 147262331
"2406" "chr4" 147263731 147264141
"2407" "chr4" 147432067 147432523
"2408" "chr4" 147466205 147466652
"2409" "chr4" 147504027 147504398
"2410" "chr4" 147558075 147558410
"2411" "chr4" 147576229 147576593
"2412" "chr4" 147837618 147838042
"2413" "chr4" 147940191 147940615
"2414" "chr4" 147978056 147978500
"2415" "chr4" 148015328 148015781
"2416" "chr4" 148018121 148018603
"2417" "chr4" 148032075 148032505
"2418" "chr4" 148082065 148082441
"2419" "chr4" 148328382 148328807
"2420" "chr4" 148435072 148435513
"2421" "chr4" 148439966 148440584
"2422" "chr4" 148447421 148447877
"2423" "chr4" 148491720 148492188
"2424" "chr4" 148511418 148512021
"2425" "chr4" 148515200 148515687
"2426" "chr4" 148517354 148517862
"2427" "chr4" 148538476 148538950
"2428" "chr4" 148600269 148600732
"2429" "chr4" 148629067 148629738
"2430" "chr4" 148651391 148651841
"2431" "chr4" 148654934 148655374
"2432" "chr4" 148721093 148721473
"2433" "chr4" 148758508 148758966
"2434" "chr4" 148764290 148764747
"2435" "chr4" 148784468 148785030
"2436" "chr4" 148787898 148788378
"2437" "chr4" 148846218 148846653
"2438" "chr4" 148854486 148854953
"2439" "chr4" 148905138 148905528
"2440" "chr4" 148966133 148966531
"2441" "chr4" 148978033 148978457
"2442" "chr4" 149074025 149074408
"2443" "chr4" 149205660 149206067
"2444" "chr4" 149336660 149337090
"2445" "chr4" 149346666 149347034
"2446" "chr4" 149625436 149625817
"2447" "chr4" 149773462 149773869
"2448" "chr4" 149795537 149795910
"2449" "chr4" 149919834 149920291
"2450" "chr4" 149952528 149952971
"2451" "chr4" 150085421 150085851
"2452" "chr4" 150185292 150185716
"2453" "chr4" 150292132 150292556
"2454" "chr4" 150471065 150471489
"2455" "chr4" 150567034 150567364
"2456" "chr4" 150611852 150612295
"2457" "chr4" 150817600 150817970
"2458" "chr4" 150818926 150819359
"2459" "chr4" 150835612 150836236
